,ts_code,trade_date,close
93,000016.SH,20200320,2628.4161
92,000016.SH,20200327,2701.4447
91,000016.SH,20200403,2708.8246
90,000016.SH,20200410,2749.8466
89,000016.SH,20200417,2809.0757
88,000016.SH,20200424,2776.0245
87,000016.SH,20200430,2861.9077
86,000016.SH,20200508,2873.0125
85,000016.SH,20200515,2819.6911
84,000016.SH,20200522,2775.8096
83,000016.SH,20200529,2806.6643
82,000016.SH,20200605,2896.3495
81,000016.SH,20200612,2884.1157
80,000016.SH,20200619,2925.9356
79,000016.SH,20200624,2943.4733
78,000016.SH,20200703,3159.1583
77,000016.SH,20200710,3351.78
76,000016.SH,20200717,3185.8909
75,000016.SH,20200724,3158.2854
74,000016.SH,20200731,3249.3375
73,000016.SH,20200807,3263.7455
72,000016.SH,20200814,3288.5141
71,000016.SH,20200821,3284.7267
70,000016.SH,20200828,3368.4384
69,000016.SH,20200904,3309.2096
68,000016.SH,20200911,3265.4966
67,000016.SH,20200918,3347.7784
66,000016.SH,20200925,3229.7769
65,000016.SH,20200930,3232.4183
64,000016.SH,20201009,3286.8572
63,000016.SH,20201016,3380.1689
62,000016.SH,20201023,3346.608
61,000016.SH,20201030,3280.3835
60,000016.SH,20201106,3359.1193
59,000016.SH,20201113,3338.3101
58,000016.SH,20201120,3411.9323
57,000016.SH,20201127,3498.6589
56,000016.SH,20201204,3541.5209
55,000016.SH,20201211,3427.8565
54,000016.SH,20201218,3507.9743
53,000016.SH,20201225,3512.4862
52,000016.SH,20201231,3640.6389
51,000016.SH,20210108,3788.3191
50,000016.SH,20210115,3817.9345
49,000016.SH,20210122,3846.3945
48,000016.SH,20210129,3713.2471
47,000016.SH,20210205,3840.7663
46,000016.SH,20210210,4028.5289
45,000016.SH,20210219,4014.4564
44,000016.SH,20210226,3756.8597
43,000016.SH,20210305,3688.6818
42,000016.SH,20210312,3632.5784
41,000016.SH,20210319,3512.0203
40,000016.SH,20210326,3529.7282
39,000016.SH,20210402,3616.7636
38,000016.SH,20210409,3514.1106
37,000016.SH,20210416,3448.1042
36,000016.SH,20210423,3524.0216
35,000016.SH,20210430,3491.1877
34,000016.SH,20210507,3406.3103
33,000016.SH,20210514,3503.037
32,000016.SH,20210521,3481.8619
31,000016.SH,20210528,3659.2957
30,000016.SH,20210604,3612.7014
29,000016.SH,20210611,3576.7773
28,000016.SH,20210618,3454.5885
27,000016.SH,20210625,3535.0185
26,000016.SH,20210702,3408.2369
25,000016.SH,20210709,3361.5946
24,000016.SH,20210716,3369.8994
23,000016.SH,20210723,3357.447
22,000016.SH,20210730,3132.8205
21,000016.SH,20210806,3195.696
20,000016.SH,20210813,3217.8366
19,000016.SH,20210820,3072.7545
18,000016.SH,20210827,3123.049
17,000016.SH,20210903,3175.8791
16,000016.SH,20210910,3252.3246
15,000016.SH,20210917,3161.9221
14,000016.SH,20210924,3145.112
13,000016.SH,20210930,3196.9905
12,000016.SH,20211008,3256.2613
11,000016.SH,20211015,3294.8333
10,000016.SH,20211022,3318.1275
9,000016.SH,20211029,3267.2491
8,000016.SH,20211105,3201.5462
7,000016.SH,20211112,3220.5481
6,000016.SH,20211119,3212.9077
5,000016.SH,20211126,3187.3579
4,000016.SH,20211203,3221.4223
3,000016.SH,20211210,3353.6302
2,000016.SH,20211217,3278.8985
1,000016.SH,20211224,3290.2357
0,000016.SH,20211231,3274.3209
